"","gene_id","gene_name","gene_length"
"1836286","ENSMUSG00000112406","4921515L22Rik",1537
"1836290","ENSMUSG00000112407","Gm33340",894
"1836306","ENSMUSG00000112408","Gm8701",874
"1836309","ENSMUSG00000112409","C030006N10Rik",517
"1836312","ENSMUSG00000112410","B230217J21Rik",3896
"1836317","ENSMUSG00000112411","Gm19337",1584
"1836320","ENSMUSG00000112412","Gm35239",487
"1836326","ENSMUSG00000112413","Gm6867",425
"1836329","ENSMUSG00000112414","Gm34609",789
"1836337","ENSMUSG00000112415","Gm48426",482
"1836340","ENSMUSG00000112416","Gm47028",1255
"1836344","ENSMUSG00000112417","A430028G04Rik",1973
"1836347","ENSMUSG00000112418","Gm9466",2246
"1836351","ENSMUSG00000112419","Gm9044",2409
"1836357","ENSMUSG00000112420","Gm48543",2229
"1836360","ENSMUSG00000112421","4933406B15Rik",1182
"1836364","ENSMUSG00000112422","Gm31938",1818
"1836369","ENSMUSG00000112423","Gm6333",796
"1836372","ENSMUSG00000112424","Gm6494",2298
"1836375","ENSMUSG00000112425","Gm47896",662
"1836380","ENSMUSG00000112426","Gm47200",622
"1836385","ENSMUSG00000112427","Gm19168",1091
"1836390","ENSMUSG00000112428","Gm48106",960
"1836394","ENSMUSG00000112429","Gm47093",1736
"1836398","ENSMUSG00000112430","Gm30624",628
"1836404","ENSMUSG00000112431","Gm10741",1748
"1836407","ENSMUSG00000112432","Gm18507",525
"1836410","ENSMUSG00000112433","Gm30122",1821
"1836421","ENSMUSG00000112434","Gm7594",871
"1836424","ENSMUSG00000112435","Gm47965",115
"1836427","ENSMUSG00000112436","Gm48403",135
"1836430","ENSMUSG00000112437","Gm35188",535
"1836436","ENSMUSG00000112438","Gm40810",253
"1836439","ENSMUSG00000112439","Gm33336",1676
"1836443","ENSMUSG00000112440","Gm47722",529
"1836446","ENSMUSG00000112441","Gm48898",2671
"1836449","ENSMUSG00000112442","Gm47992",1987
"1836452","ENSMUSG00000112443","Gm19007",874
"1836455","ENSMUSG00000112444","4930401C15Rik",865
"1836462","ENSMUSG00000112445","Gm47830",634
"1836466","ENSMUSG00000112446","Gm47949",374
"1836469","ENSMUSG00000112447","Gm47935",385
"1836472","ENSMUSG00000112448","Gm48182",1680
"1836475","ENSMUSG00000112449","Srp54b",4513
"1836530","ENSMUSG00000112450","Gm3619",775
"1836533","ENSMUSG00000112451","Gm6714",2330
"1836537","ENSMUSG00000112452","Gm48075",403
"1836542","ENSMUSG00000112453","Gm4781",781
"1836545","ENSMUSG00000112454","Gm48619",2262
"1836550","ENSMUSG00000112455","Gm48289",312
"1836553","ENSMUSG00000112456","Gm6991",1178
"1836556","ENSMUSG00000112457","Gm48687",235
"1836559","ENSMUSG00000112458","Gm40773",1502
"1836564","ENSMUSG00000112459","Gm47689",547
"1836568","ENSMUSG00000112460","Gm48120",624
"1836571","ENSMUSG00000112461","Gm47625",1795
"1836574","ENSMUSG00000112462","Gm48772",364
"1836577","ENSMUSG00000112463","Gm47579",649
"1836580","ENSMUSG00000112464","Gm47609",379
"1836583","ENSMUSG00000112465","Gm18387",702
"1836586","ENSMUSG00000112466","Gm29674",5188
"1836601","ENSMUSG00000112467","Gm48144",445
"1836604","ENSMUSG00000112468","Gm47720",2141
"1836607","ENSMUSG00000112469","Gm47823",856
"1836611","ENSMUSG00000112470","5330439M10Rik",348
"1836615","ENSMUSG00000112471","Gm5779",1477
"1836624","ENSMUSG00000112472","Gm48083",365
"1836627","ENSMUSG00000112473","Gm48658",257
"1836630","ENSMUSG00000112474","Gm46209",553
"1836633","ENSMUSG00000112475","Gm47703",398
"1836636","ENSMUSG00000112476","Gm32365",1749
"1836645","ENSMUSG00000112477","Gm48657",1029
"1836649","ENSMUSG00000112478","Gm47761",3449
"1836658","ENSMUSG00000112479","Gm21026",1345
"1836661","ENSMUSG00000112480","Gm4310",889
"1836664","ENSMUSG00000112481","Gm29684",1982
"1836670","ENSMUSG00000112482","1700025K04Rik",1174
"1836674","ENSMUSG00000112483","Gm48542",4557
"1836677","ENSMUSG00000112484","4930473O22Rik",1465
"1836682","ENSMUSG00000112485","Gm47631",611
"1836686","ENSMUSG00000112486","Gm48659",435
"1836689","ENSMUSG00000112487","Gm18873",1045
"1836692","ENSMUSG00000112488","Gm33981",660
"1836699","ENSMUSG00000112489","9230116L04Rik",2019
"1836715","ENSMUSG00000112490","Gm48068",567
"1836718","ENSMUSG00000112491","Gm19801",1882
"1836723","ENSMUSG00000112492","Gm9111",709
"1836726","ENSMUSG00000112493","4930486F22Rik",559
"1836731","ENSMUSG00000112494","4930444K16Rik",1767
"1836734","ENSMUSG00000112495","Gm9048",2409
"1836740","ENSMUSG00000112496","Gm48764",3666
"1836744","ENSMUSG00000112497","4930525C09Rik",805
"1836753","ENSMUSG00000112498","Gm47691",1618
"1836757","ENSMUSG00000112499","Gm47736",926
"1836760","ENSMUSG00000112500","4933411E08Rik",1689
"1836766","ENSMUSG00000112501","Gm33091",748
"1836772","ENSMUSG00000112502","Gm46194",320
"1836775","ENSMUSG00000112503","Gm18409",2515
"1836782","ENSMUSG00000112504","Gm47367",1319
"1836786","ENSMUSG00000112505","Gm48610",399
"1836791","ENSMUSG00000112506","Gm48224",364
"1836794","ENSMUSG00000112507","Gm47589",195
"1836797","ENSMUSG00000112509","Gm47211",426
"1836801","ENSMUSG00000112510","Gm47566",708
"1836807","ENSMUSG00000112511","Gm18704",446
"1836811","ENSMUSG00000112512","Gm48203",1785
"1836814","ENSMUSG00000112513","4930422I22Rik",1510
"1836821","ENSMUSG00000112514","Gm47897",426
"1836826","ENSMUSG00000112515","Gm4928",850
"1836829","ENSMUSG00000112516","Gm47968",3853
"1836832","ENSMUSG00000112517","Gm48001",411
"1836837","ENSMUSG00000112518","Gm48117",305
"1836840","ENSMUSG00000112519","Gm47671",706
"1836844","ENSMUSG00000112520","Gm48379",331
"1836847","ENSMUSG00000112521","Gm29884",453
"1836850","ENSMUSG00000112522","Gm47632",3247
"1836853","ENSMUSG00000112523","Gm48377",871
"1836856","ENSMUSG00000112524","Gm35274",646
"1836861","ENSMUSG00000112525","Gm47899",307
"1836864","ENSMUSG00000112526","Gm35865",287
"1836868","ENSMUSG00000112527","Gm35696",973
"1836876","ENSMUSG00000112528","Gm29794",1247
"1836880","ENSMUSG00000112529","Gm46199",1693
"1836883","ENSMUSG00000112530","Gm47738",1861
"1836887","ENSMUSG00000112531","Gm2649",610
"1836890","ENSMUSG00000112532","Gm36283",3907
"1836904","ENSMUSG00000112533","Gm20758",2171
"1836912","ENSMUSG00000112534","Gm47940",164
"1836915","ENSMUSG00000112535","Gm47425",1095
"1836919","ENSMUSG00000112536","Gm48195",452
"1836922","ENSMUSG00000112537","4930543I11Rik",959
"1836925","ENSMUSG00000112538","Gm47667",661
"1836929","ENSMUSG00000112539","Gm40787",317
"1836933","ENSMUSG00000112540","Gm47461",1813
"1836937","ENSMUSG00000112541","Gm9072",1514
"1836940","ENSMUSG00000112542","Gm47840",2280
"1836943","ENSMUSG00000112543","Gm48744",781
"1836946","ENSMUSG00000112544","Gm48089",939
"1836958","ENSMUSG00000112545","1300014J16Rik",1337
"1836961","ENSMUSG00000112546","Gm6992",1607
"1836964","ENSMUSG00000112547","Gm47096",2086
"1836968","ENSMUSG00000112548","Gm47338",2154
"1836971","ENSMUSG00000112549","Gm35818",1568
"1836978","ENSMUSG00000112550","Gm6627",2386
"1836981","ENSMUSG00000112551","Gm8219",242
"1836984","ENSMUSG00000112552","Gm36065",1574
"1836992","ENSMUSG00000112553","Gm4556",355
"1836995","ENSMUSG00000112554","Gm47224",456
"1837000","ENSMUSG00000112555","Gm47027",976
"1837004","ENSMUSG00000112556","Gm47339",3086
"1837007","ENSMUSG00000112557","Gm47626",3238
"1837010","ENSMUSG00000112558","Gm32364",485
"1837016","ENSMUSG00000112559","Gm48599",329
"1837019","ENSMUSG00000112560","Gm19186",333
"1837023","ENSMUSG00000112561","Gm9035",1697
"1837026","ENSMUSG00000112562","Gm48451",1204
"1837029","ENSMUSG00000112563","Gm47608",2147
"1837032","ENSMUSG00000112564","Gm47419",625
"1837037","ENSMUSG00000112565","Gm48473",277
"1837040","ENSMUSG00000112566","Gm32025",307
"1837043","ENSMUSG00000112567","Gm32899",207
"1837046","ENSMUSG00000112568","Gm47363",549
"1837049","ENSMUSG00000112569","Gm33111",3388
"1837058","ENSMUSG00000112570","Gm47225",269
"1837061","ENSMUSG00000112571","Gm48207",1510
"1837064","ENSMUSG00000112572","Gm7530",605
"1837067","ENSMUSG00000112573","Gm48324",1263
"1837072","ENSMUSG00000112574","Gm5750",801
"1837075","ENSMUSG00000112575","Gm31849",375
"1837078","ENSMUSG00000112576","Gm47621",2538
"1837081","ENSMUSG00000112577","Gm47170",636
"1837084","ENSMUSG00000112578","Gm33308",726
"1837093","ENSMUSG00000112579","Gm48450",1204
"1837096","ENSMUSG00000112580","Gm47673",632
"1837099","ENSMUSG00000112581","1700022H01Rik",387
"1837103","ENSMUSG00000112582","Rpl19-ps2",590
"1837106","ENSMUSG00000112583","Gm4930",1087
"1837109","ENSMUSG00000112584","Gm2398",883
"1837112","ENSMUSG00000112585","Gm47527",296
"1837118","ENSMUSG00000112586","Gm6729",2209
"1837128","ENSMUSG00000112587","Gm47769",332
"1837132","ENSMUSG00000112588","Gm6859",989
"1837136","ENSMUSG00000112589","Gm48280",369
"1837139","ENSMUSG00000112590","Gm5186",920
"1837142","ENSMUSG00000112591","Gm4927",1318
"1837145","ENSMUSG00000112592","Gm19972",5664
"1837148","ENSMUSG00000112593","Gm48882",1056
"1837152","ENSMUSG00000112594","Gm48333",266
"1837155","ENSMUSG00000112595","Gm47340",431
"1837158","ENSMUSG00000112596","Gm48804",3041
"1837161","ENSMUSG00000112597","Gm4777",1025
"1837165","ENSMUSG00000112598","Gm40552",1258
"1837169","ENSMUSG00000112599","Gm47719",1228
"1837173","ENSMUSG00000112600","Gm49918",1290
"1837186","ENSMUSG00000112601","Gm47590",2976
"1837189","ENSMUSG00000112602","Gm18557",433
"1837193","ENSMUSG00000112603","Gm18510",1096
"1837196","ENSMUSG00000112604","Gm48518",2295
"1837199","ENSMUSG00000112605","Gm7476",661
"1837202","ENSMUSG00000112606","Gm46364",319
"1837205","ENSMUSG00000112607","Gm33979",691
"1837209","ENSMUSG00000112608","Gm46233",449
"1837212","ENSMUSG00000112609","Gm47480",811
"1837217","ENSMUSG00000112610","Gm30165",1961
"1837224","ENSMUSG00000112611","Glipr1l3",892
"1837240","ENSMUSG00000112612","Gm7775",853
"1837243","ENSMUSG00000112613","Gm48175",180
"1837246","ENSMUSG00000112614","Gm9030",2410
"1837249","ENSMUSG00000112615","Gm18337",5762
"1837252","ENSMUSG00000112616","Gm47434",2519
"1837255","ENSMUSG00000112617","Gm47937",115
"1837258","ENSMUSG00000112618","Gm48835",1279
"1837261","ENSMUSG00000112619","1700030E10Rik",721
"1837266","ENSMUSG00000112620","Gm18972",630
"1837269","ENSMUSG00000112621","Gm5173",950
"1837272","ENSMUSG00000112622","Gm47164",5690
"1837275","ENSMUSG00000112623","4933436P19Rik",1442
"1837278","ENSMUSG00000112624","Gm19074",1429
"1837281","ENSMUSG00000112625","Gm2628",426
"1837285","ENSMUSG00000112626","Gm18027",619
"1837288","ENSMUSG00000112627","4933412E12Rik",2434
"1837302","ENSMUSG00000112628","Gm47880",428
"1837306","ENSMUSG00000112629","Gm47771",253
"1837311","ENSMUSG00000112630","Gm36908",1662
"1837317","ENSMUSG00000112631","Gm48555",395
"1837321","ENSMUSG00000112632","Gm4510",427
"1837324","ENSMUSG00000112633","Gm47627",469
"1837327","ENSMUSG00000112634","Gm47737",308
"1837330","ENSMUSG00000112635","Gm47397",460
"1837334","ENSMUSG00000112636","Gm47223",537
"1837339","ENSMUSG00000112637","Gm48225",5083
"1837342","ENSMUSG00000112638","Gm48463",178
"1837345","ENSMUSG00000112639","A730063M14Rik",1770
"1837352","ENSMUSG00000112640","Gm32687",2379
"1837366","ENSMUSG00000112641","Gm40709",1497
"1837381","ENSMUSG00000112642","Gm17849",853
"1837384","ENSMUSG00000112643","Gm19688",424
"1837387","ENSMUSG00000112644","Gm47220",406
"1837390","ENSMUSG00000112645","Gm48787",379
"1837393","ENSMUSG00000112646","Gm5654",475
"1837396","ENSMUSG00000112647","Gm5427",2591
"1837400","ENSMUSG00000112648","Gm47793",386
"1837403","ENSMUSG00000112649","Gm47647",1266
"1837408","ENSMUSG00000112650","Gm5184",1702
"1837411","ENSMUSG00000112651","Gm18623",953
"1837415","ENSMUSG00000112652","4921516A02Rik",4560
"1837420","ENSMUSG00000112653","Gm36176",501
"1837428","ENSMUSG00000112654","4930455C13Rik",1018
"1837434","ENSMUSG00000112655","Gm48511",1531
"1837437","ENSMUSG00000112656","Gm47929",496
"1837440","ENSMUSG00000112657","BC106175",2064
"1837450","ENSMUSG00000112658","Gm47395",793
"1837453","ENSMUSG00000112659","Gm40646",1164
"1837463","ENSMUSG00000112660","Gm48761",1972
"1837466","ENSMUSG00000112661","Gm6869",734
"1837469","ENSMUSG00000112662","Gm47922",963
"1837475","ENSMUSG00000112663","C630031E19Rik",3059
"1837481","ENSMUSG00000112664","Gm48076",1415
"1837484","ENSMUSG00000112665","Ryk-ps1",235
"1837487","ENSMUSG00000112666","Gm48485",4227
"1837499","ENSMUSG00000112667","Gm48270",3848
"1837502","ENSMUSG00000112668","Gm48376",294
"1837506","ENSMUSG00000112669","Gm48689",450
"1837511","ENSMUSG00000112670","Gm18042",790
"1837514","ENSMUSG00000112671","Gm18242",542
"1837517","ENSMUSG00000112672","Gm48118",195
"1837520","ENSMUSG00000112673","Gm7413",462
"1837523","ENSMUSG00000112674","Gm47459",1253
"1837527","ENSMUSG00000112675","Gm48892",478
"1837530","ENSMUSG00000112676","Gm20108",153
"1837533","ENSMUSG00000112677","Gm48868",1353
"1837536","ENSMUSG00000112678","Gm47492",303
"1837539","ENSMUSG00000112679","Gm40603",1684
"1837548","ENSMUSG00000112680","Gm48760",501
"1837551","ENSMUSG00000112681","Gm47622",693
"1837555","ENSMUSG00000112682","Gm48874",5300
"1837558","ENSMUSG00000112683","Gm18904",329
"1837562","ENSMUSG00000112684","Gm47958",541
"1837566","ENSMUSG00000112685","Gm40421",658
"1837574","ENSMUSG00000112686","Gm7034",645
"1837577","ENSMUSG00000112687","Gm18871",745
"1837580","ENSMUSG00000112688","Gm48514",283
"1837583","ENSMUSG00000112689","Gm47476",3838
"1837586","ENSMUSG00000112690","Gm2446",847
"1837596","ENSMUSG00000112691","Gm8681",618
"1837599","ENSMUSG00000112692","Gm19073",555
"1837602","ENSMUSG00000112693","Gm5512",1522
"1837607","ENSMUSG00000112694","Gm33037",642
"1837613","ENSMUSG00000112696","Gm48815",475
"1837616","ENSMUSG00000112697","Gm8137",463
"1837619","ENSMUSG00000112698","Gm7525",454
"1837622","ENSMUSG00000112699","Gm48474",1159
"1837625","ENSMUSG00000112700","Gm48757",491
"1837630","ENSMUSG00000112701","2310002D06Rik",508
"1837635","ENSMUSG00000112702","Gm47571",412
"1837638","ENSMUSG00000112703","Gm18041",618
"1837641","ENSMUSG00000112704","Gm46329",609
"1837649","ENSMUSG00000112705","Gm47552",384
"1837653","ENSMUSG00000112706","Gm46193",364
"1837656","ENSMUSG00000112707","D830005E20Rik",2548
"1837665","ENSMUSG00000112708","Gm8255",305
"1837668","ENSMUSG00000112709","Gm19395",646
"1837673","ENSMUSG00000112710","Gm17829",344
"1837676","ENSMUSG00000112711","Gm32552",2291
"1837682","ENSMUSG00000112712","Gm18755",1099
"1837685","ENSMUSG00000112713","Gm48281",716
"1837689","ENSMUSG00000112714","Gm4798",1699
"1837692","ENSMUSG00000112715","Gm48476",320
"1837695","ENSMUSG00000112716","4930471E19Rik",1923
"1837703","ENSMUSG00000112717","Gm6362",836
"1837706","ENSMUSG00000112718","Gm48524",360
"1837709","ENSMUSG00000112719","Gm45925",1313
"1837714","ENSMUSG00000112720","Gm19116",642
"1837717","ENSMUSG00000112721","Gm35608",2370
"1837720","ENSMUSG00000112722","Gm3942",666
"1837727","ENSMUSG00000112723","Gm9110",617
"1837730","ENSMUSG00000112724","Gm47699",630
"1837733","ENSMUSG00000112725","Gm47600",295
"1837736","ENSMUSG00000112726","Gm47531",426
"1837741","ENSMUSG00000112727","Gm17794",955
"1837744","ENSMUSG00000112728","Gm48903",644
"1837748","ENSMUSG00000112729","Gm46231",314
"1837751","ENSMUSG00000112730","4930567K20Rik",1250
"1837767","ENSMUSG00000112731","Gm47739",2705
"1837771","ENSMUSG00000112732","Gm47343",711
"1837775","ENSMUSG00000112733","Gm40650",1887
"1837784","ENSMUSG00000112734","Gm47644",2708
"1837790","ENSMUSG00000112735","Gm46191",433
"1837793","ENSMUSG00000112736","Gm48718",2482
"1837796","ENSMUSG00000112737","Gm4898",832
"1837799","ENSMUSG00000112738","Gm48386",456
"1837802","ENSMUSG00000112739","Gm20597",5486
"1837808","ENSMUSG00000112740","Gm8264",465
"1837811","ENSMUSG00000112741","Gm47341",2172
"1837814","ENSMUSG00000112742","Gm31793",415
"1837819","ENSMUSG00000112743","Gm49358",1254
"1837849","ENSMUSG00000112744","Gm48880",1984
"1837852","ENSMUSG00000112745","Gm48025",1823
"1837856","ENSMUSG00000112746","Gm19309",205
"1837859","ENSMUSG00000112747","Gm48721",529
"1837863","ENSMUSG00000112748","Gm6331",450
"1837866","ENSMUSG00000112749","Gm48428",580
"1837873","ENSMUSG00000112750","Gm47534",469
"1837876","ENSMUSG00000112751","Gm48084",909
"1837882","ENSMUSG00000112752","Gm48021",237
"1837886","ENSMUSG00000112753","4930423D24Rik",689
"1837895","ENSMUSG00000112754","Gm9139",700
"1837898","ENSMUSG00000112755","Gm46190",427
"1837901","ENSMUSG00000112756","Gm48014",1300
"1837904","ENSMUSG00000112757","Gm10743",2358
"1837907","ENSMUSG00000112758","Gm36172",723
"1837911","ENSMUSG00000112759","Gm47615",779
"1837914","ENSMUSG00000112760","Gm47539",337
"1837918","ENSMUSG00000112761","Gm47972",428
"1837921","ENSMUSG00000112762","4930459C07Rik",1805
"1837933","ENSMUSG00000112763","Gm34304",1139
"1837938","ENSMUSG00000112764","Gm48158",303
"1837941","ENSMUSG00000112765","9430078K24Rik",1454
"1837956","ENSMUSG00000112766","Gm40645",874
"1837967","ENSMUSG00000112767","Gm47532",506
"1837972","ENSMUSG00000112768","Gm48517",152
"1837976","ENSMUSG00000112769","Rpl17-ps2",532
"1837979","ENSMUSG00000112770","Gm48210",1260
"1837982","ENSMUSG00000112771","Gm47718",1334
"1837987","ENSMUSG00000112772","Gm48400",498
"1837990","ENSMUSG00000112773","Gm3137",620
"1837997","ENSMUSG00000112774","Gm36041",2245
"1838005","ENSMUSG00000112775","Gm48722",172
"1838009","ENSMUSG00000112776","Gm6989",654
"1838012","ENSMUSG00000112777","Gm8723",820
"1838015","ENSMUSG00000112778","Gm33677",2765
"1838021","ENSMUSG00000112779","Gm18029",844
"1838025","ENSMUSG00000112780","Gm48410",1260
"1838029","ENSMUSG00000112781","Gm9046",2409
"1838035","ENSMUSG00000112782","Gm7940",769
"1838038","ENSMUSG00000112783","Gm48792",2470
"1838041","ENSMUSG00000112784","Gm34868",530
"1838045","ENSMUSG00000112785","Gm47645",1315
"1838048","ENSMUSG00000112786","Gm47696",400
"1838051","ENSMUSG00000112787","Gm48790",1323
"1838059","ENSMUSG00000112788","Gm47821",1679
"1838062","ENSMUSG00000112789","Gm19326",326
"1838065","ENSMUSG00000112790","Gm33378",2758
"1838068","ENSMUSG00000112791","Gm47612",505
"1838071","ENSMUSG00000112792","Gm38407",2738
"1838089","ENSMUSG00000112793","Gm32872",205
"1838093","ENSMUSG00000112794","Gm48878",2678
"1838096","ENSMUSG00000112795","Gm2027",1629
"1838099","ENSMUSG00000112796","Gm40770",1502
"1838103","ENSMUSG00000112797","Gm30034",248
"1838108","ENSMUSG00000112798","Gm40685",580
"1838114","ENSMUSG00000112799","Gm48100",1026
"1838117","ENSMUSG00000112800","Gm40604",807
"1838125","ENSMUSG00000112801","Gm48034",242
"1838129","ENSMUSG00000112802","Gm19005",865
"1838132","ENSMUSG00000112803","Gm36543",542
"1838137","ENSMUSG00000112804","Gm30534",207
"1838140","ENSMUSG00000112805","Gm34574",2312
"1838157","ENSMUSG00000112806","Gm48146",1431
"1838160","ENSMUSG00000112807","Gm47519",1603
"1838163","ENSMUSG00000112808","Gm4739",633
"1838166","ENSMUSG00000112809","Gm47915",764
"1838170","ENSMUSG00000112810","Gm35101",243
"1838174","ENSMUSG00000112811","Gm7422",640
"1838177","ENSMUSG00000112812","Gm47415",3449
"1838187","ENSMUSG00000112813","Gm34376",2107
"1838191","ENSMUSG00000112814","Gm9040",2409
"1838197","ENSMUSG00000112815","Gm48828",211
"1838200","ENSMUSG00000112816","Gm48798",793
"1838203","ENSMUSG00000112817","Gm48122",222
"1838206","ENSMUSG00000112818","Gm35920",594
"1838212","ENSMUSG00000112819","Gm46332",612
"1838222","ENSMUSG00000112820","Gm48298",2330
"1838225","ENSMUSG00000112821","1700104L18Rik",598
"1838230","ENSMUSG00000112822","A130012E19Rik",3135
"1838233","ENSMUSG00000112823","Gm6125",3472
"1838236","ENSMUSG00000112824","Gm47917",1025
"1838240","ENSMUSG00000112825","Gm9118",754
"1838243","ENSMUSG00000112826","Gm1559",3117
"1838248","ENSMUSG00000112827","Gm48753",170
"1838251","ENSMUSG00000112828","Gm48495",661
"1838255","ENSMUSG00000112829","Gm29696",872
"1838258","ENSMUSG00000112830","Gm47765",346
"1838262","ENSMUSG00000112831","Gm35533",675
"1838268","ENSMUSG00000112832","4930484H19Rik",1737
"1838274","ENSMUSG00000112833","Gm36595",2006
"1838282","ENSMUSG00000112834","Gm48464",1147
"1838285","ENSMUSG00000112835","Gm36173",1163
"1838290","ENSMUSG00000112836","Gm47006",1391
"1838294","ENSMUSG00000112837","Gm48053",1722
"1838298","ENSMUSG00000112838","Gm47098",350
"1838301","ENSMUSG00000112839","Gm47222",193
"1838304","ENSMUSG00000112840","Gm20049",730
"1838307","ENSMUSG00000112841","Gm48752",2869
"1838310","ENSMUSG00000112842","Gm30232",2268
"1838326","ENSMUSG00000112843","Gm46224",1242
"1838331","ENSMUSG00000112844","Gm47036",3841
"1838334","ENSMUSG00000112845","Gm47143",968
"1838346","ENSMUSG00000112846","4930432O09Rik",1986
"1838350","ENSMUSG00000112847","Gm47573",2538
"1838353","ENSMUSG00000112848","Gm32023",661
"1838357","ENSMUSG00000112849","Gm18040",827
"1838360","ENSMUSG00000112850","Gm9176",1120
"1838363","ENSMUSG00000112851","Gm7727",671
"1838366","ENSMUSG00000112852","Gm47767",367
"1838370","ENSMUSG00000112853","Gm47637",1294
"1838373","ENSMUSG00000112854","Gm38403",2357
"1838379","ENSMUSG00000112855","Gm47842",3764
"1838382","ENSMUSG00000112856","Gm4305",910
"1838390","ENSMUSG00000112857","Gm35041",602
"1838396","ENSMUSG00000112858","Rnf212b",2238
"1838610","ENSMUSG00000112859","Gm48522",1200
"1838615","ENSMUSG00000112860","Gm47439",1248
"1838618","ENSMUSG00000112861","Gm47930",885
"1838621","ENSMUSG00000112862","Gm47094",560
"1838624","ENSMUSG00000112863","Gm19181",940
"1838627","ENSMUSG00000112864","Gm18596",843
"1838633","ENSMUSG00000112865","Gm40375",1428
"1838642","ENSMUSG00000112866","Gm47704",3190
"1838645","ENSMUSG00000112867","Gm48263",184
"1838648","ENSMUSG00000112868","4930520K02Rik",756
"1838655","ENSMUSG00000112869","Gm48108",483
"1838659","ENSMUSG00000112870","Gm40689",362
"1838664","ENSMUSG00000112871","Gm35404",456
"1838669","ENSMUSG00000112872","Gm47058",535
"1838672","ENSMUSG00000112873","Gm48877",548
"1838677","ENSMUSG00000112874","Gm34297",2619
"1838695","ENSMUSG00000112875","Gm48074",1635
"1838698","ENSMUSG00000112876","Gm32443",1250
"1838707","ENSMUSG00000112877","Gm47537",304
"1838713","ENSMUSG00000112878","1700042O05Rik",584
"1838717","ENSMUSG00000112879","Gm47726",361
"1838720","ENSMUSG00000112880","Gm20337",1118
"1838725","ENSMUSG00000112881","Gm49344",1250
"1838728","ENSMUSG00000112882","Gm47970",913
"1838731","ENSMUSG00000112883","Gm48023",464
"1838737","ENSMUSG00000112884","Gm47946",639
"1838741","ENSMUSG00000112885","Gm29807",372
"1838744","ENSMUSG00000112886","Gm18339",888
"1838747","ENSMUSG00000112887","Gm47961",253
"1838750","ENSMUSG00000112888","Gm47634",1271
"1838754","ENSMUSG00000112889","Gm47073",1393
"1838757","ENSMUSG00000112890","Gm18502",199
"1838760","ENSMUSG00000112891","Gm47391",2425
"1838764","ENSMUSG00000112892","Gm8613",1077
"1838768","ENSMUSG00000112893","Gm9583",1843
"1838771","ENSMUSG00000112894","Gm47009",597
"1838775","ENSMUSG00000112895","Gm47567",3524
"1838778","ENSMUSG00000112896","Gm8633",558
"1838785","ENSMUSG00000112897","Gm47831",777
"1838788","ENSMUSG00000112898","Gm47020",318
"1838793","ENSMUSG00000112899","4930521O17Rik",491
"1838798","ENSMUSG00000112900","Gm48204",1969
"1838801","ENSMUSG00000112901","Gm18514",436
"1838804","ENSMUSG00000112902","Gm48884",468
"1838809","ENSMUSG00000112903","Gm5948",839
"1838812","ENSMUSG00000112904","Gm47030",439
"1838817","ENSMUSG00000112905","Gm47477",3132
"1838820","ENSMUSG00000112906","Gm18189",1951
"1838823","ENSMUSG00000112907","Gm47015",2709
"1838827","ENSMUSG00000112908","Gm7392",345
"1838830","ENSMUSG00000112909","Gm10120",357
"1838833","ENSMUSG00000112910","Gm29685",2365
"1838841","ENSMUSG00000112911","BC042761",938
"1838846","ENSMUSG00000112912","Gm48160",292
"1838850","ENSMUSG00000112913","Gm30853",1017
"1838864","ENSMUSG00000112914","Gm47702",656
"1838867","ENSMUSG00000112915","Gm18112",1195
"1838871","ENSMUSG00000112916","Gm18622",595
"1838874","ENSMUSG00000112917","Gm47331",3587
"1838877","ENSMUSG00000112918","Gm18120",511
"1838880","ENSMUSG00000112919","Gm9049",2409
"1838886","ENSMUSG00000112920","Spata22",1274
"1838910","ENSMUSG00000112921","Gm48104",2631
"1838913","ENSMUSG00000112922","Gm47572",3361
"1838916","ENSMUSG00000112923","Gm8768",826
"1838919","ENSMUSG00000112924","4930579P08Rik",1227
"1838924","ENSMUSG00000112925","Gm31763",2891
"1838941","ENSMUSG00000112926","Gm7172",1152
"1838944","ENSMUSG00000112927","Gm48332",370
"1838947","ENSMUSG00000112928","Gm47710",2105
"1838954","ENSMUSG00000112929","Gm47729",533
"1838960","ENSMUSG00000112930","Gm7086",1493
"1838973","ENSMUSG00000112931","Gm4303",910
"1838981","ENSMUSG00000112932","Gm48308",1627
"1838984","ENSMUSG00000112933","Gm47491",677
"1838988","ENSMUSG00000112934","Gm32305",1899
"1838995","ENSMUSG00000112935","Gm40983",1198
"1839003","ENSMUSG00000112936","Gm33958",450
"1839008","ENSMUSG00000112937","Gm17746",3772
"1839013","ENSMUSG00000112938","Gm48590",416
"1839016","ENSMUSG00000112939","Gm48251",148
"1839019","ENSMUSG00000112940","4930511J24Rik",1528
"1839023","ENSMUSG00000112941","Gm48623",1366
"1839031","ENSMUSG00000112942","Gm47597",332
"1839034","ENSMUSG00000112943","Gm18983",2729
"1839037","ENSMUSG00000112944","Gm48885",3897
"1839040","ENSMUSG00000112945","Gm32151",915
"1839045","ENSMUSG00000112946","Gm9280",517
"1839048","ENSMUSG00000112947","Gm47493",4714
"1839051","ENSMUSG00000112948","Gm48871",2520
"1839054","ENSMUSG00000112949","Gm21939",2773
"1839057","ENSMUSG00000112950","Gm32369",1467
"1839063","ENSMUSG00000112951","Gm49929",139
